,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Dangriga,BZ,16.9692,-88.2321,79.66,80,4,8.03,clear sky
346,Melfi,IT,40.9965,15.6514,52.48,78,40,5.93,scattered clouds
347,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.85,89,81,0.34,broken clouds
348,Merauke,ID,-8.4667,140.3333,83.59,78,100,9.8,moderate rain
349,Kumluca,TR,36.3703,30.2869,68.04,52,0,1.59,clear sky
350,Ilulissat,GL,69.2167,-51.1,23.02,54,6,13.8,clear sky
351,Tiarei,PF,-17.5333,-149.3333,82.0,79,37,18.37,light rain
352,Jiutai,CN,44.1525,125.8328,59.34,17,64,16.98,broken clouds
353,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,84,100,5.99,overcast clouds
354,Thayetmyo,MM,19.3167,95.1833,94.6,43,66,7.85,broken clouds
355,Anadyr,RU,64.75,177.4833,45.1,61,40,15.66,scattered clouds
356,Caramay,PH,10.1815,119.236,86.34,68,46,7.07,scattered clouds
357,Huarmey,PE,-10.0681,-78.1522,64.18,89,27,6.42,scattered clouds
358,Mount Pleasant,US,32.7941,-79.8626,69.94,83,100,0.0,overcast clouds
359,Hamilton,US,39.1834,-84.5333,68.77,61,0,0.0,clear sky
360,Grand-Lahou,CI,5.1367,-5.0242,79.7,86,100,5.41,light rain
361,Zhigansk,RU,66.7697,123.3711,35.58,100,100,10.36,overcast clouds
362,Pacifica,US,37.6138,-122.4869,54.43,76,40,26.46,scattered clouds
363,Londrina,BR,-23.3103,-51.1628,60.46,82,0,3.44,clear sky
364,Kupang,ID,-10.1667,123.5833,85.59,66,70,7.07,broken clouds
365,San Patricio,US,28.017,-97.5169,80.49,84,4,10.04,clear sky
366,Fort Nelson,CA,58.8053,-122.7002,45.99,66,75,2.3,broken clouds
367,Tezu,IN,27.9167,96.1667,78.06,79,99,1.59,overcast clouds
368,Kilindoni,TZ,-7.9139,39.6668,80.31,74,18,15.19,few clouds
369,Chapais,CA,49.7834,-74.8492,38.98,57,25,3.53,scattered clouds
370,Doha,QA,25.2867,51.5333,91.38,28,0,18.41,clear sky
371,Nago,JP,26.5881,127.9761,85.05,79,67,10.04,broken clouds
372,Muyezerskiy,RU,63.9333,31.65,47.35,83,74,7.92,broken clouds
373,Ilhabela,BR,-23.7781,-45.3581,69.4,90,76,6.62,broken clouds
374,Santa Lucia,ES,27.9117,-15.5407,58.32,77,20,5.75,few clouds
375,Rach Gia,VN,10.0167,105.0833,88.56,64,83,12.21,broken clouds
376,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,14.97,few clouds
377,Kalaleh,IR,37.3807,55.4916,61.16,88,100,4.61,overcast clouds
378,Ferzikovo,RU,54.5191,36.7567,47.64,76,100,10.63,light rain
379,Brae,GB,60.3964,-1.353,45.63,73,100,16.8,overcast clouds
380,Dunedin,NZ,-45.8742,170.5036,59.81,52,61,3.42,broken clouds
381,Vanavara,RU,60.34,102.2797,59.25,41,49,8.25,scattered clouds
382,Tutoia,BR,-2.7619,-42.2744,76.91,86,88,7.56,overcast clouds
383,Languyan,PH,5.2618,120.0807,86.85,66,100,3.27,overcast clouds
384,Kinango,KE,-4.1372,39.3153,74.71,82,60,8.68,broken clouds
385,Bambanglipuro,ID,-7.95,110.2833,86.41,70,100,6.87,overcast clouds
386,Sabzevar,IR,36.2126,57.6819,72.68,35,0,11.5,clear sky
387,Ivybridge,GB,50.3904,-3.9191,48.51,93,62,7.47,broken clouds
388,Port Lincoln,AU,-34.7333,135.8667,64.29,65,6,6.29,clear sky
389,Cabo San Lucas,MX,22.8909,-109.9124,78.62,63,59,7.92,broken clouds
390,Jinka,ET,5.65,36.65,67.08,78,62,3.62,broken clouds
391,Zwedru,LR,6.0667,-8.1281,72.84,99,98,2.08,overcast clouds
392,Constitucion,CL,-35.3333,-72.4167,56.43,58,100,3.87,overcast clouds
393,Margate,GB,51.3813,1.3862,49.3,87,16,1.01,few clouds
394,Yantal,RU,56.8471,105.2542,60.57,33,77,7.65,broken clouds
395,Palana,RU,59.1167,159.9667,36.81,71,70,3.67,broken clouds
396,Ocala,US,29.1872,-82.1401,67.05,80,0,3.44,clear sky
397,Avinurme,EE,58.9822,26.8642,44.13,92,100,5.46,light rain
398,Mangaratiba,BR,-22.9597,-44.0406,72.46,87,59,4.38,broken clouds
399,Payo,ID,-3.7508,103.6372,92.05,55,100,2.17,overcast clouds
400,Pechora,RU,65.1472,57.2244,54.52,67,80,7.83,broken clouds
401,Benito Juarez,MX,19.385,-99.165,66.0,50,0,9.22,clear sky
402,Porto Walter,BR,-8.2686,-72.7439,71.49,99,36,1.19,scattered clouds
403,Agadez,NE,19.75,10.25,77.9,19,0,15.73,clear sky
404,Pauini,BR,-7.7136,-66.9764,73.45,93,33,1.83,scattered clouds
405,Yumen,CN,40.2833,97.2,65.44,19,99,18.81,overcast clouds
406,Ankang,CN,32.68,109.0172,76.75,54,48,4.54,scattered clouds
407,Olafsvik,IS,64.8945,-23.7142,35.08,95,100,16.6,snow
408,Swan Hill,AU,-35.3378,143.5544,58.06,95,100,7.34,overcast clouds
409,Tiznit,MA,29.5833,-9.5,66.65,63,81,3.33,light rain
410,Locri,IT,38.2414,16.2623,59.32,75,37,8.66,scattered clouds
411,Sinnamary,GF,5.3833,-52.95,76.78,89,25,11.12,scattered clouds
412,Visby,SE,57.6409,18.296,49.05,100,75,16.11,light rain
413,Dodge City,US,37.7528,-100.0171,76.23,72,0,25.32,clear sky
414,Maceio,BR,-9.6658,-35.7353,74.64,88,75,4.61,broken clouds
415,Sollies-Pont,FR,43.1898,6.0432,57.15,87,0,1.14,clear sky
416,Strai,NO,58.2,7.9,48.09,59,20,13.8,few clouds
417,Darlington,GB,54.5243,-1.5504,49.03,83,11,5.73,few clouds
418,Taltal,CL,-25.4,-70.4833,59.83,81,17,2.13,few clouds
419,Florida,US,28.7505,-82.5001,67.75,81,0,0.0,clear sky
420,San Ignacio,BZ,17.1561,-89.0714,72.07,97,2,2.91,clear sky
421,Oranjemund,NA,-28.55,16.4333,53.2,95,7,5.23,clear sky
422,Hit,IQ,33.6416,42.8251,79.0,20,2,10.65,clear sky
423,Bambous Virieux,MU,-20.3428,57.7575,79.05,78,40,6.91,light rain
424,Abu Samrah,SY,35.3029,37.1841,63.91,49,0,12.06,clear sky
425,Hope,US,33.6671,-93.5916,78.85,79,3,3.24,clear sky
426,Naze,JP,28.3667,129.4833,72.52,82,100,12.75,overcast clouds
427,Cozumel,MX,20.5083,-86.9458,74.95,80,22,12.37,few clouds
428,Olinda,BR,-8.0089,-34.8553,74.93,94,20,2.3,few clouds
429,Gat,IL,31.61,34.7642,69.4,100,0,1.19,clear sky
430,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,74,66,8.84,broken clouds
431,Sabha,LY,27.0377,14.4283,60.51,63,0,11.16,clear sky
432,Ardakan,IR,32.31,54.0175,78.67,12,0,10.65,clear sky
433,Walvis Bay,NA,-22.9575,14.5053,59.95,68,0,8.12,clear sky
434,Chumikan,RU,54.7183,135.315,33.82,92,100,18.03,light snow
435,Tahe,CN,52.3333,124.7333,52.48,25,52,2.95,broken clouds
436,Myitkyina,MM,25.3833,97.4,73.33,99,100,1.28,overcast clouds
437,Jutai,BR,-5.1833,-68.9,73.22,98,94,1.59,overcast clouds
438,Horn,DE,51.8715,8.9451,52.3,86,55,7.81,broken clouds
439,Souillac,MU,-20.5167,57.5167,79.18,78,40,6.91,scattered clouds
440,Hun,LY,29.1268,15.9477,60.19,70,1,5.79,clear sky
441,Bilma,NE,18.6853,12.9164,85.86,20,0,22.01,clear sky
442,Burnie,AU,-41.0667,145.9167,63.91,86,100,7.27,overcast clouds
443,Pemba,MZ,-12.974,40.5178,72.84,81,0,11.32,clear sky
444,Calbuco,CL,-41.768,-73.1273,52.81,79,100,15.12,overcast clouds
445,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,68,5.64,broken clouds
446,Letterkenny,IE,54.95,-7.7333,48.09,75,96,6.42,overcast clouds
447,Ambilobe,MG,-13.2,49.05,76.48,85,6,3.38,clear sky
448,Carmaux,FR,44.051,2.158,57.47,97,99,2.08,overcast clouds
449,Surt,LY,31.2089,16.5887,63.77,77,78,8.99,broken clouds
450,Pochutla,MX,15.7432,-96.4661,81.82,68,2,4.27,clear sky
451,Komsomolsk,UA,49.0097,33.6455,57.09,55,57,10.04,broken clouds
452,Komsomolskiy,UZ,40.4272,71.7189,70.52,60,3,4.61,clear sky
453,Kuvshinovo,RU,57.0295,34.1725,55.15,78,89,8.88,overcast clouds
454,Synya,RU,65.3718,58.0387,55.83,62,78,4.07,broken clouds
455,Baghdad,IQ,33.3406,44.4009,83.26,13,0,1.95,clear sky
456,Yarega,RU,63.4354,53.5765,47.35,93,100,6.35,light rain
457,Itarema,BR,-2.9248,-39.9167,76.62,89,91,7.43,overcast clouds
458,San Juan,AR,-31.5375,-68.5364,60.19,56,30,4.56,scattered clouds
459,Kieta,PG,-6.2167,155.6333,84.45,66,76,5.57,broken clouds
460,Riviere-Au-Renard,CA,48.9957,-64.3971,44.89,64,100,10.18,overcast clouds
461,Rio Grande,BR,-32.035,-52.0986,54.95,78,81,13.29,broken clouds
462,Acapulco,MX,16.8634,-99.8901,82.22,78,75,0.0,broken clouds
463,Fuerte Olimpo,PY,-21.0415,-57.8738,63.19,63,100,5.01,overcast clouds
464,Dwarka,IN,22.2394,68.9678,86.99,64,7,17.36,clear sky
465,Avera,US,33.194,-82.5271,62.11,57,0,7.0,clear sky
466,Contamana,PE,-7.3333,-75.0167,73.44,93,36,0.34,scattered clouds
467,Didao,CN,45.3667,130.8,61.57,25,74,13.11,broken clouds
468,Coihueco,CL,-36.6167,-71.8333,50.74,93,100,4.61,mist
469,Kati,ML,12.7441,-8.0726,83.32,28,51,2.75,broken clouds
470,Lovozero,RU,68.005,35.0117,38.88,98,100,6.76,overcast clouds
471,Coihaique,CL,-45.5752,-72.0662,40.95,93,100,0.0,overcast clouds
472,Trincomalee,LK,8.5711,81.2335,89.82,56,79,20.49,broken clouds
473,Emerald,AU,-23.5333,148.1667,69.94,100,75,8.05,moderate rain
474,Zlobin,HR,45.2924,14.6541,55.62,88,0,1.14,clear sky
475,Micheweni,TZ,-4.9667,39.8333,80.38,74,30,12.68,scattered clouds
476,Cayambe,EC,0.05,-78.1333,49.26,92,92,4.0,light rain
477,Sharya,RU,58.3686,45.5144,39.02,95,100,10.71,light rain
478,Bukachacha,RU,52.9833,116.9167,41.5,71,100,11.07,light rain
479,Sauda,NO,59.6506,6.3542,46.69,99,100,7.9,overcast clouds
480,Caruray,PH,10.3094,119.0128,85.41,71,58,2.53,broken clouds
481,Lavrentiya,RU,65.5833,-171.0,34.14,96,98,6.26,overcast clouds
482,Hobyo,SO,5.3505,48.5268,84.99,66,90,19.84,overcast clouds
483,Eldorado,BR,-23.7869,-54.2836,54.09,90,0,3.24,clear sky
484,Do Gonbadan,IR,30.3586,50.7981,78.89,17,0,0.0,clear sky
485,Hastings,GB,50.8552,0.5729,50.18,86,75,7.25,broken clouds
486,Yulara,AU,-25.2406,130.9889,73.99,22,97,4.0,overcast clouds
487,Longhua,CN,23.6137,114.1919,73.53,100,100,1.54,light rain
488,Durant,US,33.994,-96.3708,77.36,85,0,4.61,clear sky
489,Sampit,ID,-2.5333,112.95,93.33,55,38,2.33,scattered clouds
490,Oriximina,BR,-1.7656,-55.8661,75.25,90,76,2.8,broken clouds
491,Port-Cartier,CA,50.0334,-66.8654,32.11,74,17,7.74,few clouds
492,Chimbote,PE,-9.0853,-78.5783,62.31,94,25,6.46,scattered clouds
493,Greeley,US,40.4233,-104.7091,66.72,66,0,10.36,clear sky
494,Flinders,AU,-34.5833,150.8552,67.17,93,100,7.0,moderate rain
495,Santa Maria,BR,-29.6842,-53.8069,50.88,95,0,0.98,clear sky
496,Hakui,JP,36.8833,136.7833,77.65,67,100,3.29,overcast clouds
497,Baffa,PK,34.4378,73.2194,93.83,19,1,3.76,clear sky
498,Sakaiminato,JP,35.55,133.2333,69.78,83,75,6.91,light intensity shower rain
499,Rock Sound,BS,24.9,-76.2,74.84,70,9,5.84,clear sky
500,Abbeville,FR,50.1,1.8333,51.49,96,91,6.31,overcast clouds
501,Chauk,MM,20.8833,94.8167,92.79,45,80,7.65,broken clouds
502,Okha,RU,53.5739,142.9478,35.91,89,100,14.88,overcast clouds
503,La Ronge,CA,55.1001,-105.2842,43.02,65,75,0.0,broken clouds
504,Garissa,KE,-0.4536,39.6401,79.39,67,19,21.43,few clouds
505,Goma,CD,-1.6792,29.2228,63.99,88,91,2.39,light rain
506,Mastic,US,40.802,-72.8409,59.65,89,24,3.0,few clouds
507,Macomer,IT,40.262,8.7699,56.53,63,1,3.31,clear sky
508,Safaga,EG,26.7292,33.9365,79.5,37,0,16.69,clear sky
509,Whitehorse,CA,60.7161,-135.0538,38.17,79,75,3.44,shower rain
510,Catamarca,AR,-28.4696,-65.7852,67.59,62,12,8.01,few clouds
511,Kutum,SD,14.2,24.6667,79.92,12,100,11.63,overcast clouds
512,Itaueira,BR,-7.6033,-43.0256,77.74,57,100,3.78,overcast clouds
513,Kikwit,CD,-5.041,18.8162,69.78,97,100,1.05,overcast clouds
514,Batagay,RU,67.6333,134.6333,42.04,82,100,10.04,overcast clouds
515,Maniitsoq,GL,65.4167,-52.9,30.72,58,31,6.11,scattered clouds
516,Mumford,GH,5.2618,-0.759,80.42,84,98,6.71,overcast clouds
517,Charlestown,AU,-32.95,151.6667,69.73,90,100,3.0,light rain
518,Mackay,AU,-21.15,149.2,77.68,85,100,2.84,moderate rain
519,Dutse,NG,11.7594,9.3392,80.65,57,78,10.31,broken clouds
520,Pankovka,RU,58.5,31.1999,52.43,76,100,5.82,overcast clouds
521,Burhaniye,TR,39.5004,26.9727,60.71,59,0,2.3,clear sky
522,Neosho,US,36.869,-94.368,73.54,82,32,7.94,scattered clouds
523,Padang,ID,-0.9492,100.3543,87.85,61,100,5.03,overcast clouds
524,Beidao,CN,34.5686,105.8933,77.67,45,24,10.33,few clouds
525,Alenquer,BR,-1.9417,-54.7383,74.16,91,43,2.57,scattered clouds
526,Camana,PE,-16.6228,-72.7111,65.05,83,13,7.16,few clouds
527,Bilibino,RU,68.0546,166.4372,29.28,88,100,14.0,overcast clouds
528,Papillion,US,41.1544,-96.0422,81.25,71,0,9.22,clear sky
529,Zhangye,CN,38.9342,100.4517,60.94,32,100,10.54,overcast clouds
530,Atherton,GB,53.5237,-2.4935,50.18,88,31,4.0,scattered clouds
531,Badou,TG,7.5833,0.6,73.44,95,67,0.74,broken clouds
532,Puerto Escondido,MX,15.85,-97.0667,83.07,74,3,9.33,clear sky
533,Ponta Delgada,PT,37.7333,-25.6667,59.72,67,20,17.27,few clouds
534,Jahazpur,IN,25.6167,75.2833,108.16,8,4,16.31,clear sky
535,Tsiroanomandidy,MG,-18.7667,46.0333,63.59,76,0,3.31,clear sky
536,Chara,RU,56.9064,118.2631,46.31,57,100,9.13,overcast clouds
537,Kokopo,PG,-4.352,152.2633,85.44,64,100,7.43,overcast clouds
538,La Roche-Sur-Yon,FR,46.6667,-1.4333,50.27,93,75,1.14,broken clouds
539,Lagoa,PT,39.05,-27.9833,58.05,73,86,7.85,overcast clouds
540,Faya,SA,18.3851,42.4509,75.72,40,1,3.0,clear sky
541,Boyolangu,ID,-8.1181,111.8935,87.48,68,90,0.96,overcast clouds
542,Prokuplje,RS,43.2342,21.5881,52.88,75,32,1.77,scattered clouds
543,Kurilsk,RU,45.2333,147.8833,50.88,74,62,8.43,broken clouds
544,Stege,DK,54.987,12.2846,52.09,87,82,18.95,broken clouds
545,Bahia Blanca,AR,-38.7196,-62.2724,54.72,44,99,4.83,overcast clouds
546,Navoloki,RU,57.4657,41.9634,53.65,71,76,2.28,broken clouds
547,Edd,ER,13.9297,41.6925,86.61,62,1,5.5,clear sky
548,Gawler,AU,-34.6,138.7333,64.26,80,100,3.31,overcast clouds
549,Beihai,CN,21.4833,109.1,81.75,84,74,13.62,moderate rain
550,Mnogovershinnyy,RU,53.9353,139.9242,42.46,79,100,2.46,overcast clouds
551,Torrelavega,ES,43.3494,-4.0479,59.81,93,97,3.0,overcast clouds
552,Neyshabur,IR,36.2133,58.7958,74.26,26,79,7.38,broken clouds
553,Linqiong,CN,30.4159,103.4609,78.62,64,100,4.65,overcast clouds
554,Awjilah,LY,29.1081,21.2869,64.42,80,100,13.27,moderate rain
555,Kalmar,SE,56.6616,16.3616,50.97,94,75,9.22,broken clouds
556,Madanapalle,IN,13.55,78.5,72.39,81,100,16.75,moderate rain
557,Iquique,CL,-20.2208,-70.1431,57.24,75,4,2.59,clear sky
558,Kwinana,AU,-32.25,115.7667,56.23,91,100,14.67,light rain
559,Esso,RU,55.9333,158.7,40.23,97,100,0.4,overcast clouds
560,Oktyabrskoye,RU,43.0645,44.7417,50.14,76,75,2.24,broken clouds
561,La Asuncion,VE,11.0333,-63.8628,78.53,89,33,19.57,scattered clouds
562,Stroud,GB,51.75,-2.2,49.77,88,2,5.1,clear sky
563,Ondo,NG,7.1,4.8333,72.9,99,55,0.47,broken clouds
564,Marsh Harbour,BS,26.5412,-77.0636,73.04,71,4,7.83,clear sky
565,Derzhavinsk,KZ,51.1,66.3167,58.91,33,0,2.17,clear sky
566,Kungurtug,RU,50.5994,97.5228,51.64,20,3,3.85,clear sky
567,Santa Cruz,BO,-17.8,-63.1667,67.46,83,75,4.61,broken clouds
568,Ullapool,GB,57.8987,-5.1604,47.35,85,78,15.12,broken clouds
569,Damghan,IR,36.1683,54.348,68.61,37,1,1.43,clear sky
570,Fukue,JP,32.6881,128.8419,68.36,100,75,8.05,mist
571,Dalvik,IS,65.9702,-18.5286,33.73,89,99,7.4,light snow
572,Qasigiannguit,GL,68.8193,-51.1922,21.45,78,15,6.6,few clouds
573,Bay Roberts,CA,47.5999,-53.2648,49.14,88,54,7.0,broken clouds
574,Belyy Yar,RU,53.6039,91.3903,67.89,14,0,11.18,clear sky
575,Yaan,NG,7.3833,8.5667,75.56,86,100,5.48,light rain
576,Kedrovyy,RU,56.1667,91.8167,61.21,21,0,7.16,clear sky
577,Namatanai,PG,-3.6667,152.4333,84.52,70,70,11.39,broken clouds
578,Rypefjord,NO,70.6333,23.6667,34.27,100,75,6.91,light snow
579,Hvolsvollur,IS,63.7533,-20.2243,33.78,99,100,4.12,snow
580,Ahipara,NZ,-35.1667,173.1667,59.41,67,0,7.61,clear sky
581,Megion,RU,61.0296,76.1136,64.42,33,100,11.43,overcast clouds
582,Caaguazu,PY,-25.45,-56.0167,52.45,96,0,3.6,clear sky
583,Inirida,CO,3.8653,-67.9239,73.47,98,95,1.19,overcast clouds
584,Miranda,CO,3.2499,-76.2281,68.13,91,93,4.76,overcast clouds
585,Krasnoselkup,RU,65.7,82.4667,37.9,100,100,1.95,overcast clouds
586,Moree,AU,-29.4667,149.85,66.22,88,100,5.75,moderate rain
587,Clovis,US,36.8252,-119.7029,62.49,41,40,10.36,scattered clouds
588,Yilan,TW,24.757,121.753,89.46,75,90,5.79,light rain
589,Kem,RU,64.9555,34.5793,48.43,76,69,9.8,broken clouds
590,Srandakan,ID,-7.9386,110.2506,86.54,70,100,6.76,overcast clouds
591,Hervey Bay,AU,-25.2986,152.8535,77.02,79,100,5.99,overcast clouds
592,Eydhafushi,MV,5.1033,73.0708,83.41,79,70,18.43,broken clouds
593,Pangai,TO,-19.8,-174.35,77.11,73,75,6.91,broken clouds
594,Riberalta,BO,-10.9833,-66.1,71.85,100,100,2.84,overcast clouds
595,Grand Gaube,MU,-20.0064,57.6608,79.2,79,25,3.0,scattered clouds
596,Zanjan,IR,36.6736,48.4787,56.89,41,0,4.61,clear sky
597,Kovdor,RU,67.5662,30.4758,40.62,80,98,9.62,overcast clouds
598,Tambura,SS,5.6,27.4667,69.57,91,99,3.85,overcast clouds
599,Ulaanbaatar,MN,47.9077,106.8832,44.73,24,40,22.37,scattered clouds
600,Lunenburg,CA,44.3835,-64.3155,47.48,98,88,5.75,overcast clouds
601,Jining,CN,35.405,116.5814,75.76,39,83,6.31,broken clouds
602,Gobabis,NA,-22.45,18.9667,53.49,35,2,6.85,clear sky
603,Nogliki,RU,51.8333,143.1667,36.73,96,96,8.14,overcast clouds
604,Gabu,GW,12.2833,-14.2167,72.61,78,43,4.52,scattered clouds
605,Aitape,PG,-3.1374,142.3475,86.13,68,98,6.4,light rain
606,Kaabong,UG,3.4836,34.1492,68.25,74,73,10.6,broken clouds
607,Dzilam Gonzalez,MX,21.2833,-88.9333,74.01,76,0,7.11,clear sky
608,Klaipeda,LT,55.7172,21.1175,51.85,94,93,6.35,overcast clouds
609,Lake Havasu City,US,34.4839,-114.3224,68.0,10,0,9.22,clear sky
610,Quelimane,MZ,-17.8786,36.8883,67.95,94,20,2.3,few clouds
611,Nandurbar,IN,21.3667,74.25,96.3,38,81,18.61,broken clouds
612,Shakawe,BW,-18.3667,21.85,54.72,29,0,2.57,clear sky
613,Banjar,ID,-8.19,114.9675,86.74,70,100,3.62,overcast clouds
614,Korem,ET,12.5058,39.5228,63.48,44,1,3.18,clear sky
615,Azogues,EC,-2.7333,-78.8333,53.55,96,100,2.64,light rain
616,Teya,RU,60.3778,92.6267,55.13,49,49,5.91,scattered clouds
617,Broken Hill,AU,-31.95,141.4333,63.18,74,94,7.92,overcast clouds
618,Galesong,ID,-5.3166,119.3661,89.62,70,76,5.03,broken clouds
619,Alexandria,EG,31.2156,29.9553,67.15,65,7,7.81,clear sky
620,Barra Patuca,HN,15.8,-84.2833,77.02,85,5,6.8,clear sky
621,Chimoio,MZ,-19.1164,33.4833,66.06,100,40,1.21,fog
622,Blackwater,AU,-23.5833,148.8833,73.78,79,100,9.26,light rain
623,Kusti,SD,13.1629,32.6635,92.03,14,94,10.45,overcast clouds
624,Sokna,NO,60.24,9.9235,47.14,68,18,2.44,few clouds
625,Bandarbeyla,SO,9.4942,50.8122,85.68,68,100,12.44,overcast clouds
626,Havoysund,NO,70.9963,24.6622,35.83,99,100,12.39,light rain
627,Bichura,RU,50.5881,107.6022,55.45,29,83,13.38,broken clouds
628,Xining,CN,36.6167,101.7667,67.91,35,4,7.47,clear sky
629,Dickinson,US,29.4608,-95.0513,77.13,88,20,5.75,few clouds
630,Kapuskasing,CA,49.4169,-82.4331,51.89,87,40,2.3,scattered clouds
631,Iskateley,RU,67.6803,53.1512,41.45,79,93,8.57,overcast clouds
632,Vostok,RU,46.4856,135.8833,56.03,33,74,11.16,broken clouds
633,Beaver Dam,US,43.4578,-88.8373,74.21,93,0,8.05,mist
634,Palmeirais,BR,-5.9778,-43.0633,75.72,83,99,1.7,overcast clouds
635,Agadir,MA,30.4202,-9.5982,68.45,71,63,10.63,light rain
636,Nishihara,JP,26.1842,127.7558,84.25,81,75,19.57,broken clouds
637,Kibala,TD,9.1104,18.3463,82.35,54,20,8.05,thunderstorm
638,Portland,US,45.5234,-122.6762,51.84,70,100,4.0,overcast clouds
639,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,53.74,91,7,9.73,clear sky
640,Skibbereen,IE,51.55,-9.2667,50.11,82,89,10.45,overcast clouds
641,Iranshahr,IR,27.2025,60.6848,95.34,15,0,4.61,clear sky
642,North Bend,US,43.4065,-124.2243,50.86,92,100,5.75,overcast clouds
643,Bayji,IQ,34.9311,43.487,79.21,15,21,0.56,few clouds
644,Axim,GH,4.8699,-2.2405,79.34,84,100,2.75,overcast clouds
645,Yamada,JP,39.4667,141.95,65.71,72,100,13.24,overcast clouds
646,Kabo,CF,7.6994,18.629,74.93,81,100,6.82,overcast clouds
647,Chesma,RU,53.8111,60.6533,55.35,37,8,11.9,clear sky
648,Vangaindrano,MG,-23.35,47.6,69.8,84,44,6.44,scattered clouds
649,Raga,SS,8.4596,25.678,74.86,74,89,6.33,overcast clouds
650,Honiara,SB,-9.4333,159.95,84.7,70,93,4.54,overcast clouds
651,Choma,ZM,-16.8065,26.9531,58.75,59,0,2.35,clear sky
652,Changde,CN,29.0464,111.6783,66.74,77,100,4.05,overcast clouds
653,Pizarro,CO,4.9533,-77.366,77.38,89,58,1.63,light rain
654,Sibu,MY,2.3,111.8167,91.71,58,40,3.44,scattered clouds
655,Mikhaylovsk,RU,45.1283,42.0256,53.82,54,0,18.01,clear sky
656,Ostrovnoy,RU,68.0531,39.5131,44.74,79,89,17.02,overcast clouds
657,Jalu,LY,29.0331,21.5482,65.82,70,97,15.05,moderate rain
658,Portsmouth,GB,50.799,-1.0913,50.97,94,60,3.0,broken clouds
659,Mogadishu,SO,2.0371,45.3438,85.87,74,20,16.11,few clouds
660,Sibolga,ID,1.7427,98.7792,84.81,67,95,2.51,overcast clouds
661,Amapa,BR,1.0,-52.0,71.64,100,82,1.41,broken clouds
662,Baturaja,ID,-4.1333,104.1667,90.77,61,98,1.57,overcast clouds
663,Alappuzha,IN,9.49,76.3264,84.51,71,99,11.03,overcast clouds
664,Thinadhoo,MV,0.5333,72.9333,83.21,77,92,13.96,overcast clouds
665,Uthal,PK,25.8072,66.6219,96.44,31,6,3.02,clear sky
666,Maumere,ID,-8.6199,122.2111,84.81,66,74,2.13,broken clouds
667,Kamuli,UG,0.9472,33.1197,68.23,87,88,2.73,overcast clouds
668,Price,US,39.5994,-110.8107,54.66,12,0,16.11,clear sky
669,Horsham,GB,51.064,-0.3272,49.24,92,39,3.44,fog
670,Waipawa,NZ,-41.4122,175.5153,46.78,83,5,2.26,clear sky
671,La Libertad,EC,-2.2333,-80.9,70.9,85,90,8.28,overcast clouds
672,Kiama,AU,-34.6833,150.8667,68.0,93,100,8.99,light rain
673,Morobuan,PH,10.6257,122.5547,90.28,59,70,4.7,broken clouds
674,Paraiso,CR,9.8383,-83.8656,66.42,95,93,1.81,overcast clouds
675,Ngunguru,NZ,-35.6167,174.5,57.18,62,0,6.67,clear sky
676,Beatrice,US,40.2681,-96.747,78.89,69,0,16.11,clear sky
677,La Palma,US,33.8464,-118.0467,64.29,58,0,16.11,clear sky
678,Asosa,ET,10.0667,34.5333,72.09,62,46,2.04,scattered clouds
679,Jamame,SO,0.0722,42.7506,83.62,72,7,13.65,clear sky
680,Morros,BR,-9.4467,-46.3003,73.42,60,58,1.14,broken clouds
681,Shitkino,RU,56.3703,98.3543,63.18,27,5,3.78,clear sky
682,Finspang,SE,58.7058,15.7674,50.11,75,85,11.95,overcast clouds
683,Severo-Yeniseyskiy,RU,60.3725,93.0408,51.75,48,57,6.08,broken clouds
684,Clarksville,US,36.5298,-87.3595,75.45,94,0,3.44,haze
685,Lakes Entrance,AU,-37.8811,147.981,63.16,91,100,3.42,overcast clouds
686,Randolph,US,35.7001,-79.8164,63.12,72,0,4.61,clear sky
687,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,1.14,broken clouds
688,Neiafu,TO,-18.65,-173.9833,79.48,83,75,5.75,broken clouds
