City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Natal,BR,2022-05-10 23:32:57,-5.795,-35.2094,79.02,89,75,4.61
297,Sobolevo,RU,2022-05-10 23:34:52,54.4299,31.8996,38.95,74,46,7.34
298,Bambous Virieux,MU,2022-05-10 23:34:52,-20.3428,57.7575,75.22,100,20,5.75
299,Warwick,US,2022-05-10 23:30:09,41.7001,-71.4162,57.54,34,20,20.71
300,Lakes Entrance,AU,2022-05-10 23:34:53,-37.8811,147.981,58.78,70,100,3.11
301,Praya,CV,2022-05-10 23:34:54,14.9215,-23.5087,73.94,73,0,14.97
302,Egvekinot,RU,2022-05-10 23:34:54,66.3167,-179.1667,31.03,100,99,4.14
303,Grand Island,US,2022-05-10 23:32:22,40.925,-98.342,81.19,51,0,9.22
304,Amparafaravola,MG,2022-05-10 23:34:55,-17.5833,48.2167,58.19,73,0,2.93
305,Talnakh,RU,2022-05-10 23:34:56,69.4865,88.3972,16.39,92,89,1.72
306,Tabou,CI,2022-05-10 23:34:51,4.423,-7.3528,79.9,84,94,5.79
307,Khasan,RU,2022-05-10 23:34:56,42.4308,130.6434,51.1,75,78,5.46
308,Itaqui,BR,2022-05-10 23:34:57,-29.1253,-56.5531,58.35,85,45,7.16
309,Lambarene,GA,2022-05-10 23:34:57,-0.7001,10.2406,75.72,94,93,0.34
310,Conceicao Da Barra,BR,2022-05-10 23:34:58,-18.5933,-39.7322,69.76,89,10,3.27
311,Jacareacanga,BR,2022-05-10 23:34:59,-6.2222,-57.7528,76.03,86,52,1.86
312,Salcininkai,LT,2022-05-10 23:34:59,54.3,25.3833,48.83,75,99,6.89
313,Clyde River,CA,2022-05-10 23:35:00,70.4692,-68.5914,21.43,79,0,11.5
314,Nelson Bay,AU,2022-05-10 23:35:00,-32.7167,152.15,70.0,86,100,1.99
315,Sioux Lookout,CA,2022-05-10 23:35:01,50.1001,-91.917,66.27,30,20,11.5
316,Tecoanapa,MX,2022-05-10 23:35:01,16.5167,-98.75,84.54,67,60,7.94
317,Mizdah,LY,2022-05-10 23:35:02,31.4451,12.9801,59.36,75,100,7.47
318,Tikrit,IQ,2022-05-10 23:35:02,34.6071,43.6782,70.32,38,0,11.5
319,Tiksi,RU,2022-05-10 23:35:03,71.6872,128.8694,24.58,86,62,9.35
320,Nchelenge,ZM,2022-05-10 23:35:04,-9.3451,28.734,65.19,64,4,5.44
321,Kavaratti,IN,2022-05-10 23:35:16,10.5669,72.642,84.9,68,100,19.62
322,Klaksvik,FO,2022-05-10 23:36:05,62.2266,-6.589,45.52,85,86,4.72
323,Katsina,NG,2022-05-10 23:36:05,12.9894,7.6006,88.72,36,70,11.36
324,Hamilton,US,2022-05-10 23:36:06,39.1834,-84.5333,82.35,59,40,9.22
325,Westport,US,2022-05-10 23:36:06,41.1415,-73.3579,67.82,17,20,16.11
326,Mamallapuram,IN,2022-05-10 23:36:07,12.6264,80.1722,86.05,62,100,13.29
327,Adre,TD,2022-05-10 23:36:07,13.4667,22.2,81.68,10,23,6.64
328,Suntar,RU,2022-05-10 23:36:08,62.1444,117.6319,40.3,71,30,6.58
329,Sistranda,NO,2022-05-10 23:36:08,63.7256,8.834,46.36,83,79,16.46
330,Sungaipenuh,ID,2022-05-10 23:36:09,-2.0833,101.3833,66.67,93,100,2.55
331,Lasa,IT,2022-05-10 23:36:10,46.6166,10.7002,58.08,73,99,1.81
332,Edgewater,US,2022-05-10 23:36:10,28.9889,-80.9023,73.54,53,40,19.57
333,Parainen,FI,2022-05-10 23:36:11,60.3067,22.301,48.42,82,100,20.69
334,Saldanha,ZA,2022-05-10 23:36:11,-33.0117,17.9442,55.45,94,77,4.16
335,Nikolskoye,RU,2022-05-10 23:36:12,59.7035,30.7861,48.09,76,79,5.19
336,Dondo,MZ,2022-05-10 23:36:13,-19.6094,34.7431,69.31,93,1,2.28
337,Samarai,PG,2022-05-10 23:36:13,-10.6167,150.6667,84.31,77,100,14.81
338,Raahe,FI,2022-05-10 23:36:14,64.6833,24.4833,53.69,82,100,13.31
339,Saint-Augustin,CA,2022-05-10 23:36:14,51.226,-58.6502,50.07,60,93,13.0
340,Melo,UY,2022-05-10 23:36:15,-32.3667,-54.1833,58.44,97,100,4.94
341,Jasper,US,2022-05-10 23:36:15,37.2001,-94.3502,83.01,75,100,14.97
342,Asau,RO,2022-05-10 23:36:16,46.4333,26.4,47.95,99,81,3.53
343,Bobovdol,BG,2022-05-10 23:36:16,42.3697,23.0172,48.33,85,28,1.34
344,Torgau,DE,2022-05-10 23:36:17,51.5667,13.0,66.15,76,99,8.86
345,San Mateo Ixtatan,GT,2022-05-10 23:36:17,15.8319,-91.4781,56.25,71,89,4.34
346,Kimbe,PG,2022-05-10 23:36:18,-5.5502,150.1429,85.84,72,96,3.18
347,Guasdualito,VE,2022-05-10 23:36:18,7.2424,-70.7324,76.96,100,40,3.44
348,Brownsville,US,2022-05-10 23:36:19,25.9018,-97.4975,86.09,71,40,20.71
349,Nantucket,US,2022-05-10 23:35:07,41.2835,-70.0995,53.74,77,100,28.77
350,Karaton,ID,2022-05-10 23:36:20,-6.3424,106.1045,78.35,91,82,2.08
351,Prince Rupert,CA,2022-05-10 23:32:51,54.3161,-130.3201,42.89,87,100,13.8
352,Petropavlovsk-Kamchatskiy,RU,2022-05-10 23:36:20,53.0452,158.6483,46.99,61,75,4.47
353,Houma,US,2022-05-10 23:36:21,29.5958,-90.7195,82.4,69,40,12.66
354,Krasnozerskoye,RU,2022-05-10 23:36:22,53.9828,79.2374,43.74,51,81,9.22
355,Puerto Escondido,MX,2022-05-10 23:36:02,15.85,-97.0667,86.83,66,40,2.3
356,Byron Bay,AU,2022-05-10 23:35:19,-28.65,153.6167,71.49,75,100,15.12
357,Burriana,ES,2022-05-10 23:36:23,39.889,-0.085,64.67,62,60,0.81
358,Hamza,UZ,2022-05-10 23:36:23,40.4264,71.4956,64.35,59,47,4.97
359,Troitskoye,RU,2022-05-10 23:36:24,52.9821,84.6757,40.1,42,0,12.17
360,San Luis,AR,2022-05-10 23:34:40,-33.295,-66.3356,65.28,47,89,12.46
361,Sharya,RU,2022-05-10 23:36:25,58.3686,45.5144,43.9,87,100,11.01
362,Cabra,ES,2022-05-10 23:36:25,37.4725,-4.4421,62.19,47,14,5.84
363,Shelburne,CA,2022-05-10 23:33:42,44.0787,-80.2041,72.05,67,100,8.72
364,Karmaskaly,RU,2022-05-10 23:36:26,54.3709,56.1837,53.51,89,77,7.34
365,Mogadishu,SO,2022-05-10 23:36:27,2.0371,45.3438,81.3,83,22,16.15
366,Shache,CN,2022-05-10 23:36:27,38.4167,77.2406,70.2,15,2,7.25
367,Alyangula,AU,2022-05-10 23:36:28,-13.8483,136.4192,80.47,83,100,8.05
368,Ta Khmau,KH,2022-05-10 23:37:29,11.4833,104.95,80.65,94,40,1.14
369,Stephenville,US,2022-05-10 23:37:29,32.2207,-98.2023,92.19,49,0,12.66
370,Wanning,CN,2022-05-10 23:37:30,18.8003,110.3967,81.01,86,82,9.06
371,Cody,US,2022-05-10 23:37:30,44.5263,-109.0565,59.92,23,100,6.91
372,Cidreira,BR,2022-05-10 23:37:31,-30.1811,-50.2056,63.77,94,100,4.7
373,Gimli,CA,2022-05-10 23:37:31,50.6336,-96.9907,64.42,32,4,13.8
374,Patur,IN,2022-05-10 23:37:32,20.45,76.9333,87.6,36,43,5.55
375,Torres,BR,2022-05-10 23:37:33,-29.3353,-49.7269,67.82,93,100,1.54
376,Alofi,NU,2022-05-10 23:37:33,-19.0595,-169.9187,82.29,69,75,17.27
377,Dukat,RU,2022-05-10 23:37:34,62.55,155.55,31.55,100,100,7.9
378,Korocha,RU,2022-05-10 23:37:34,50.8107,37.1953,39.92,89,100,15.61
379,Cabo San Lucas,MX,2022-05-10 23:37:35,22.8909,-109.9124,89.91,22,0,9.22
380,Itarema,BR,2022-05-10 23:37:35,-2.9248,-39.9167,76.19,88,100,6.73
381,Baruun-Urt,MN,2022-05-10 23:37:36,46.6806,113.2792,33.26,43,45,15.1
382,Muzhi,RU,2022-05-10 23:37:36,65.3667,64.6667,30.92,96,61,2.28
383,Jonesboro,US,2022-05-10 23:37:37,35.8423,-90.7043,87.62,62,0,12.66
384,Nogales,MX,2022-05-10 23:37:37,31.3086,-110.9422,87.37,7,0,11.5
385,Hofn,IS,2022-05-10 23:37:38,64.2539,-15.2082,39.7,60,100,21.03
386,Batemans Bay,AU,2022-05-10 23:37:39,-35.7167,150.1833,61.92,80,100,3.69
387,Bondo,CD,2022-05-10 23:37:39,3.8146,23.6866,70.25,99,95,2.35
388,Comodoro Rivadavia,AR,2022-05-10 23:37:40,-45.8667,-67.5,42.66,81,0,5.75
389,Pisco,PE,2022-05-10 23:37:41,-13.7,-76.2167,64.45,82,100,3.44
390,Beloha,MG,2022-05-10 23:37:41,-25.1667,45.05,63.27,91,8,1.97
391,Igarka,RU,2022-05-10 23:37:42,67.4667,86.5833,25.48,93,79,7.09
392,Beni,CD,2022-05-10 23:37:42,0.5,29.4667,61.68,98,53,3.18
393,Acambay,MX,2022-05-10 23:33:03,19.9558,-99.8417,71.96,30,47,19.44
394,Quarai,BR,2022-05-10 23:37:43,-30.3875,-56.4514,56.62,90,66,6.26
395,Lithakia,GR,2022-05-10 23:37:44,37.7167,20.8333,52.97,81,10,5.75
396,Kandi,BJ,2022-05-10 23:37:44,11.1342,2.9386,83.89,53,90,4.47
397,Korgen,NO,2022-05-10 23:37:45,66.0771,13.8153,41.18,100,100,3.8
398,Nisia Floresta,BR,2022-05-10 23:37:45,-6.0911,-35.2086,79.18,85,100,4.54
399,Newport,GB,2022-05-10 23:37:46,51.5877,-2.9984,54.82,82,100,14.2
400,Constantine,DZ,2022-05-10 23:37:46,36.365,6.6147,49.41,93,20,2.3
401,Alekseyevsk,RU,2022-05-10 23:37:47,57.8406,108.3492,39.79,59,72,3.15
402,Sohag,EG,2022-05-10 23:37:48,26.557,31.6948,77.29,20,3,7.7
403,Ust-Nera,RU,2022-05-10 23:37:49,64.5667,143.2,32.18,95,100,5.3
404,Khani,GE,2022-05-10 23:37:49,41.9563,42.9566,42.37,91,64,4.9
405,Mawana,IN,2022-05-10 23:37:50,29.1,77.9167,82.99,41,0,5.48
406,Evensk,RU,2022-05-10 23:37:50,61.95,159.2333,32.74,100,100,11.88
407,San Policarpo,PH,2022-05-10 23:37:51,12.1791,125.5072,82.99,79,64,8.93
408,Jalu,LY,2022-05-10 23:37:31,29.0331,21.5482,69.01,39,87,11.39
409,Umm Lajj,SA,2022-05-10 23:37:52,25.0213,37.2685,80.74,39,22,11.79
410,Roald,NO,2022-05-10 23:37:52,62.5833,6.1333,49.33,81,100,16.11
411,Huarmey,PE,2022-05-10 23:37:53,-10.0681,-78.1522,65.8,82,2,7.14
412,Penzance,GB,2022-05-10 23:38:53,50.1186,-5.5371,54.28,89,100,17.83
413,Plettenberg Bay,ZA,2022-05-10 23:38:54,-34.0527,23.3716,59.13,58,38,7.61
414,Pandan,PH,2022-05-10 23:38:54,14.0453,124.1694,83.08,75,70,7.16
415,Bogovarovo,RU,2022-05-10 23:38:55,58.9785,47.0246,44.8,82,100,11.61
416,Parry Sound,CA,2022-05-10 23:37:23,45.3501,-80.033,75.25,13,81,10.16
417,Arlit,NE,2022-05-10 23:38:56,18.7369,7.3853,88.92,14,2,8.95
418,Pitimbu,BR,2022-05-10 23:38:56,-7.4706,-34.8086,77.59,80,86,8.5
419,Matamoros,MX,2022-05-10 23:38:07,25.5333,-103.25,100.51,8,40,10.36
420,Mana,GF,2022-05-10 23:38:57,5.6592,-53.7767,77.32,87,12,9.35
421,Ahipara,NZ,2022-05-10 23:38:58,-35.1667,173.1667,62.37,46,0,12.57
422,Voh,NC,2022-05-10 23:38:58,-20.9667,164.7,79.56,61,87,7.34
423,Luba,GQ,2022-05-10 23:38:59,3.4568,8.5547,76.89,84,100,4.83
424,Champerico,GT,2022-05-10 23:38:59,14.3,-91.9167,81.14,72,47,8.86
425,Portel,BR,2022-05-10 23:39:00,-1.9356,-50.8211,73.85,92,100,3.67
426,Zhigansk,RU,2022-05-10 23:39:00,66.7697,123.3711,29.01,96,100,9.53
427,Maniitsoq,GL,2022-05-10 23:39:01,65.4167,-52.9,26.38,78,32,10.47
428,Koscian,PL,2022-05-10 23:39:01,52.0883,16.6487,62.85,75,100,7.7
429,Sur,OM,2022-05-10 23:39:02,22.5667,59.5289,82.44,50,0,2.26
430,Nome,US,2022-05-10 23:39:02,64.5011,-165.4064,35.17,93,100,9.22
431,Emilio Carranza,MX,2022-05-10 23:39:03,19.9711,-96.6114,84.97,75,27,6.02
432,Mukhen,RU,2022-05-10 23:39:03,48.1,136.1,72.12,20,50,9.06
433,Narsaq,GL,2022-05-10 23:39:04,60.9167,-46.05,44.82,85,81,4.92
434,Luanshya,ZM,2022-05-10 23:39:05,-13.1367,28.4166,59.04,70,8,4.68
435,Buala,SB,2022-05-10 23:39:05,-8.145,159.5921,82.47,79,100,7.05
436,Bantou,CN,2022-05-10 23:39:06,26.2151,117.4893,71.92,97,99,0.76
437,Flinders,AU,2022-05-10 23:39:06,-34.5833,150.8552,67.37,85,100,4.0
438,Fairmont,US,2022-05-10 23:39:07,39.4851,-80.1426,78.17,60,53,7.63
439,Yelizovo,RU,2022-05-10 23:39:07,53.1873,158.3805,48.34,57,75,4.47
440,Eirunepe,BR,2022-05-10 23:39:08,-6.6603,-69.8736,74.7,97,98,1.45
441,San Patricio,US,2022-05-10 23:39:08,28.017,-97.5169,88.52,62,26,19.42
442,Ketchikan,US,2022-05-10 23:39:09,55.3422,-131.6461,45.07,87,100,12.66
443,Khash,IR,2022-05-10 23:39:10,28.2211,61.2158,71.22,24,0,6.02
444,Bayan,CN,2022-05-10 23:39:10,46.0833,127.4,44.37,77,100,11.54
445,Fernie,CA,2022-05-10 23:39:11,49.5,-115.0687,55.49,57,99,10.85
446,Vila Do Maio,CV,2022-05-10 23:39:11,15.1333,-23.2167,74.19,85,7,16.4
447,Bonavista,CA,2022-05-10 23:39:12,48.6499,-53.1147,43.34,74,3,15.82
448,Acari,PE,2022-05-10 23:39:12,-15.4311,-74.6158,68.65,78,12,2.59
449,Santa Rosa,PH,2022-05-10 23:39:13,14.3122,121.1114,85.08,71,83,8.28
450,Jaciara,BR,2022-05-10 23:39:13,-15.9653,-54.9683,74.5,52,71,2.46
451,Domoni,KM,2022-05-10 23:39:14,-12.2569,44.5319,79.3,74,29,14.9
452,Acajutla,SV,2022-05-10 23:39:15,13.5928,-89.8275,84.7,70,60,4.97
453,Albury,AU,2022-05-10 23:36:41,-36.0833,146.9167,59.02,97,100,1.99
454,Challans,FR,2022-05-10 23:39:15,46.8436,-1.8749,55.96,88,27,4.07
455,Birao,CF,2022-05-10 23:39:16,10.2849,22.7882,84.99,21,93,3.4
456,Lazaro Cardenas,MX,2022-05-10 23:39:16,17.9583,-102.2,82.06,66,79,7.16
457,Jagodina,RS,2022-05-10 23:39:17,43.9814,21.2622,52.16,92,5,0.43
458,Kidal,ML,2022-05-10 23:40:18,18.4411,1.4078,86.65,6,13,7.94
459,Cassilandia,BR,2022-05-10 23:40:18,-19.1133,-51.7342,72.59,48,64,0.69
460,Palmer,US,2022-05-10 23:35:29,42.1584,-72.3287,64.0,41,7,8.79
461,Ostrovnoy,RU,2022-05-10 23:40:19,68.0531,39.5131,38.8,87,100,16.06
462,Amuntai,ID,2022-05-10 23:40:20,-2.4177,115.2494,77.56,89,100,1.07
463,Adrar,MR,2022-05-10 23:40:20,20.5022,-10.0711,85.55,10,5,8.3
464,Ahuimanu,US,2022-05-10 23:40:21,21.4447,-157.8378,83.91,66,75,16.11
465,Presidencia Roque Saenz Pena,AR,2022-05-10 23:40:21,-26.7852,-60.4388,65.86,73,51,3.98
466,Bani,DO,2022-05-10 23:40:22,18.2833,-70.3333,81.86,85,15,5.86
467,Ratnagiri,IN,2022-05-10 23:40:22,16.9833,73.3,83.28,75,97,10.09
468,Yenagoa,NG,2022-05-10 23:40:23,4.9247,6.2642,77.34,91,100,2.04
469,Rehoboth,NA,2022-05-10 23:40:13,-23.3167,17.0833,56.21,38,28,1.68
470,Iquique,CL,2022-05-10 23:40:24,-20.2208,-70.1431,62.64,79,12,0.36
471,Urucui,BR,2022-05-10 23:40:24,-7.2294,-44.5561,80.92,52,69,2.39
472,Sao Joao Da Barra,BR,2022-05-10 23:40:25,-21.6403,-41.0511,69.42,88,7,5.39
473,Semey,KZ,2022-05-10 23:40:25,50.4111,80.2275,37.62,44,0,8.95
474,Oranjemund,NA,2022-05-10 23:40:26,-28.55,16.4333,53.31,86,69,6.71
475,Dire,ML,2022-05-10 23:40:27,12.2833,-10.9667,88.54,24,3,2.8
476,Pedernales,DO,2022-05-10 23:40:27,18.0384,-71.744,79.47,78,21,8.68
477,Hailar,CN,2022-05-10 23:40:28,49.2,119.7,41.11,39,98,7.43
478,Lorengau,PG,2022-05-10 23:37:39,-2.0226,147.2712,84.74,71,100,10.8
479,Pascagoula,US,2022-05-10 23:40:29,30.3658,-88.5561,87.73,69,0,8.05
480,Zavallya,UA,2022-05-10 23:40:30,48.2135,30.0156,48.49,64,96,5.06
481,Vestmanna,FO,2022-05-10 23:40:30,62.1564,-7.1664,43.72,100,40,8.05
482,Pinczow,PL,2022-05-10 23:40:31,50.5205,20.5265,51.85,71,48,5.88
483,Kavieng,PG,2022-05-10 23:40:31,-2.5744,150.7967,85.24,68,95,16.31
484,Chipinge,ZW,2022-05-10 23:40:32,-20.1883,32.6236,56.37,93,2,3.36
485,Bulawayo,ZW,2022-05-10 23:40:32,-20.15,28.5833,55.78,77,0,5.61
486,Juneau,US,2022-05-10 23:39:02,58.3019,-134.4197,44.6,94,75,11.5
487,North Platte,US,2022-05-10 23:36:58,41.1239,-100.7654,78.69,36,0,14.0
488,Padang,ID,2022-05-10 23:40:33,-0.9492,100.3543,79.95,81,100,3.29
489,Bhakkar,PK,2022-05-10 23:40:34,31.6253,71.0657,91.9,17,29,6.87
490,Trinidad,BO,2022-05-10 23:36:05,-14.8333,-64.9,80.58,83,75,0.0
491,Kati,ML,2022-05-10 23:40:35,12.7441,-8.0726,83.61,9,69,2.71
492,Kasongo-Lunda,CD,2022-05-10 23:40:35,-6.4667,16.8167,75.63,77,94,0.96
493,Singaparna,ID,2022-05-10 23:40:36,-7.3515,108.111,75.79,93,90,0.6
494,Zavodskoy,RU,2022-05-10 23:40:37,43.4597,132.2922,53.19,57,100,8.95
495,Santa Maria Del Oro,MX,2022-05-10 23:40:37,25.9333,-105.3667,84.88,17,53,8.68
496,Macapa,BR,2022-05-10 23:40:38,0.0389,-51.0664,75.18,94,100,3.44
497,Santiago De Cao,PE,2022-05-10 23:40:38,-7.9589,-79.2392,64.53,82,20,10.36
498,Faya,SA,2022-05-10 23:40:39,18.3851,42.4509,68.11,53,53,0.92
499,Bull Savanna,JM,2022-05-10 23:40:40,17.8868,-77.5902,77.14,80,15,7.34
500,Huangnihe,CN,2022-05-10 23:40:40,43.5583,128.0239,52.65,60,100,9.98
501,Korla,CN,2022-05-10 23:37:44,41.7597,86.1469,73.02,26,40,10.07
502,Plattsburgh,US,2022-05-10 23:40:41,44.6995,-73.4529,75.96,26,0,0.0
503,Cairns,AU,2022-05-10 23:40:41,-16.9167,145.7667,78.1,77,100,11.5
504,Broome,US,2022-05-10 23:40:42,42.2506,-75.833,73.78,17,0,8.05
505,La Plata,AR,2022-05-10 23:38:55,-34.9215,-57.9545,60.04,83,69,6.82
506,Sao Felix Do Xingu,BR,2022-05-10 23:41:42,-6.6447,-51.995,76.42,70,56,2.66
507,Balabac,PH,2022-05-10 23:41:43,7.9868,117.0645,83.68,79,83,10.02
508,Manokwari,ID,2022-05-10 23:41:44,-0.8667,134.0833,83.3,62,68,2.98
509,Almaznyy,RU,2022-05-10 23:41:44,48.0448,40.045,38.03,78,92,7.36
510,Kloulklubed,PW,2022-05-10 23:41:45,7.0419,134.2556,77.5,90,100,16.37
511,Churapcha,RU,2022-05-10 23:41:45,62.0025,132.4325,30.25,68,99,7.92
512,Rawson,AR,2022-05-10 23:41:46,-43.3002,-65.1023,52.09,72,0,8.88
513,Mount Gambier,AU,2022-05-10 23:41:47,-37.8333,140.7667,48.11,100,40,3.44
514,Ayr,GB,2022-05-10 23:41:47,55.4627,-4.6339,51.78,76,40,17.27
515,Karpathos,GR,2022-05-10 23:41:48,35.507,27.2132,60.76,88,0,13.8
516,Moussoro,TD,2022-05-10 23:41:48,13.6408,16.4901,90.28,35,94,9.84
517,Idenao,CM,2022-05-10 23:41:49,4.2475,9.0047,78.98,89,100,2.1
518,Prabumulih,ID,2022-05-10 23:41:49,-3.45,104.25,73.31,96,99,5.5
519,Sibolga,ID,2022-05-10 23:41:50,1.7427,98.7792,78.3,86,100,3.18
520,Mandalgovi,MN,2022-05-10 23:41:50,45.7625,106.2708,31.21,42,87,7.18
521,Bela,IN,2022-05-10 23:41:51,25.9333,81.9833,87.12,43,2,8.32
522,Altea,ES,2022-05-10 23:41:52,38.5989,-0.0514,66.63,62,44,1.01
523,Laguna,US,2022-05-10 23:38:39,38.421,-121.4238,62.15,42,75,14.97
524,Dudinka,RU,2022-05-10 23:41:53,69.4058,86.1778,13.15,93,45,9.13
525,Coahuayana,MX,2022-05-10 23:41:53,18.7333,-103.6833,84.09,55,83,6.08
526,Rosarito,MX,2022-05-10 23:41:54,32.3333,-117.0333,71.42,50,94,17.78
527,Garissa,KE,2022-05-10 23:41:54,-0.4536,39.6401,77.43,81,15,15.19
528,Necochea,AR,2022-05-10 23:41:55,-38.5473,-58.7368,49.96,74,90,5.37
529,Chowchilla,US,2022-05-10 23:41:55,37.123,-120.2602,69.03,22,20,13.8
530,Yamethin,MM,2022-05-10 23:41:56,20.4333,96.15,77.45,85,98,4.76
531,Puerto Colombia,CO,2022-05-10 23:41:57,10.9878,-74.9547,82.49,83,100,7.94
532,Panjakent,TJ,2022-05-10 23:41:57,39.4952,67.6093,57.51,90,56,0.89
533,Baraboo,US,2022-05-10 23:41:58,43.4711,-89.7443,87.94,57,0,4.61
534,Te Anau,NZ,2022-05-10 23:41:58,-45.4167,167.7167,48.97,67,25,1.36
535,Iranshahr,IR,2022-05-10 23:41:59,27.2025,60.6848,82.0,17,0,4.32
536,Valdivia,CL,2022-05-10 23:42:00,-39.8142,-73.2459,42.89,81,78,2.75
537,Boueni,YT,2022-05-10 23:42:00,-12.9025,45.0761,80.58,69,1,19.37
538,Svetlyy,RU,2022-05-10 23:42:01,54.675,20.1347,54.97,63,100,14.97
539,Dezful,IR,2022-05-10 23:42:01,32.3811,48.4058,77.49,18,1,6.24
540,Umm Kaddadah,SD,2022-05-10 23:42:02,13.6017,26.6876,82.76,11,13,12.39
541,Port-Cartier,CA,2022-05-10 23:42:03,50.0334,-66.8654,46.62,91,21,4.9
542,Obo,CF,2022-05-10 23:42:03,5.3998,26.4869,68.5,95,98,3.18
543,Isangel,VU,2022-05-10 23:42:04,-19.55,169.2667,82.51,65,75,6.91
544,Jiexiu,CN,2022-05-10 23:42:04,37.0244,111.9125,61.5,68,100,9.04
545,Porto Walter,BR,2022-05-10 23:42:05,-8.2686,-72.7439,74.25,97,64,3.24
546,Sibu,MY,2022-05-10 23:42:05,2.3,111.8167,77.31,94,20,2.3
547,Terney,RU,2022-05-10 23:42:06,45.0503,136.6092,57.2,50,93,6.31
548,Upington,ZA,2022-05-10 23:42:07,-28.4478,21.2561,48.58,57,97,3.44
549,Krasnyy Chikoy,RU,2022-05-10 23:42:07,50.3643,108.7512,35.44,47,78,13.18
550,Port Hueneme,US,2022-05-10 23:43:08,34.1478,-119.1951,69.78,55,0,24.16
551,Ayagoz,KZ,2022-05-10 23:43:09,47.9714,80.4392,51.64,44,99,7.67
552,Puerto Del Rosario,ES,2022-05-10 23:43:09,28.5004,-13.8627,71.35,78,86,4.61
553,Arona,ES,2022-05-10 23:43:10,28.0996,-16.681,67.98,79,0,6.91
554,Smyshlyayevka,RU,2022-05-10 23:43:10,53.2391,50.3907,45.64,95,100,13.2
555,San Pedro,PH,2022-05-10 23:43:11,14.35,121.0167,85.32,69,75,4.61
556,Moissala,TD,2022-05-10 23:43:12,8.3404,17.7663,85.24,38,97,5.55
557,Wukari,NG,2022-05-10 23:43:12,7.85,9.7833,75.99,86,50,1.5
558,Mountain Home,US,2022-05-10 23:43:13,43.133,-115.6912,53.08,24,75,6.91
559,Meulaboh,ID,2022-05-10 23:43:13,4.1363,96.1285,77.83,88,99,4.07
560,Neiafu,TO,2022-05-10 23:43:14,-18.65,-173.9833,81.28,69,75,6.91
561,Buraydah,SA,2022-05-10 23:43:14,26.326,43.975,81.05,15,10,12.35
562,Soyo,AO,2022-05-10 23:43:15,-6.1349,12.3689,77.54,89,49,5.73
563,Cascais,PT,2022-05-10 23:43:16,38.6979,-9.4215,65.93,59,16,10.0
564,Bayevo,RU,2022-05-10 23:43:16,53.2833,80.7667,43.16,52,61,10.42
565,Hervey Bay,AU,2022-05-10 23:43:17,-25.2986,152.8535,72.01,96,100,3.0
566,Kahului,US,2022-05-10 23:43:18,20.8947,-156.47,84.22,61,40,25.32
567,Alexandria,EG,2022-05-10 23:40:16,31.2156,29.9553,64.36,77,0,4.61
568,Ende,ID,2022-05-10 23:43:18,-8.8432,121.6623,81.28,70,87,1.5
569,Alghero,IT,2022-05-10 23:43:19,40.5589,8.3181,61.99,100,0,2.3
570,Los Llanos De Aridane,ES,2022-05-10 23:43:19,28.6585,-17.9182,65.95,74,100,3.44
571,Sungairaya,ID,2022-05-10 23:43:20,0.7,108.9,82.11,80,59,3.18
572,Oktyabrskoye,RU,2022-05-10 23:43:21,43.0645,44.7417,44.74,87,100,2.24
573,Lufilufi,WS,2022-05-10 23:43:21,-13.8745,-171.5986,89.38,73,37,13.58
574,Usinsk,RU,2022-05-10 23:43:22,65.9939,57.5281,29.79,80,16,7.58
575,Bahia De Caraquez,EC,2022-05-10 23:40:47,-0.6,-80.4167,75.38,84,92,6.62
576,Kaeo,NZ,2022-05-10 23:43:22,-35.1,173.7833,63.32,60,0,8.99
577,Kabanjahe,ID,2022-05-10 23:43:23,3.1001,98.4908,64.81,97,100,1.7
578,Slupsk,PL,2022-05-10 23:43:24,54.4641,17.0287,56.7,75,100,6.91
579,Syracuse,IT,2022-05-10 23:43:24,37.0881,15.2792,57.31,63,4,5.35
580,Charlestown,AU,2022-05-10 23:43:25,-32.95,151.6667,69.69,84,100,5.99
581,Sayville,US,2022-05-10 23:43:25,40.7359,-73.0821,66.38,31,75,12.66
582,Camocim,BR,2022-05-10 23:43:26,-2.9022,-40.8411,76.55,88,100,8.5
